Creator	Issue	Volume	Journal	ISSN	ID	Citation	Title	Place Labe	Language	Publisher	Date		
Lloyd, K.	4	2	BORDERLINES -SWANSEA-	0968-7475	(Uk)RN003532306	BORDERLINES -SWANSEA- 2(4), 351-379. (1995)	Civilising and Improving the World: Henry Brougham and the Idea of Popular Education in Britain and the United States	xxk	eng	UNIVERSITY OF SWANSEA	1995		
Rohl, B. M.	1	38	ARCHAEOMETRY	0003-813X	(Uk)RN003633433	ARCHAEOMETRY 38(1), 165-180. (1996)	Lead isotope data from the Isotrace Laboratory, Oxford: Archaeometry data base 2, galena from Britain and Ireland	xxk	eng	RESEARCH LABORATORY FOR ARCHAEOLGY AND THE HISTORY OF ART	1996		
Thayer, H. S.	3	30	EIRE IRELAND	0013-2683	(Uk)RN003865095	EIRE IRELAND 30(3), 7-13. (1995)	Distilling Spirits and Regulating Subjects: Whiskey and Beer in Romantic Britain	xxu	eng	THE IRISH AMERICAN CULTURAL INSTITUTE	1995		
IMPORTANT		Davies, R. R.	5	6	TRANSACTIONS- ROYAL HISTORICAL SOCIETY	0080-4401	(Uk)RN003936156	TRANSACTIONS- ROYAL HISTORICAL SOCIETY 6(5), 1-20. (1995)	The Peoples of Britain and Ireland, 1100-1400: II Names, Boundaries and Regnal Solidarities	xxk	eng	ROYAL HISTORICAL SOCIETY	1995
IMPORTANT		Marshall, P. J.	5	6	TRANSACTIONS- ROYAL HISTORICAL SOCIETY	0080-4401	(Uk)RN003936193	TRANSACTIONS- ROYAL HISTORICAL SOCIETY 6(5), 111-128. (1995)	Empire and Opportunity in Britain, 1763-1783 (The Prothero Lecture)	xxk	eng	ROYAL HISTORICAL SOCIETY	1995
IMPORTANT!		McLaren, R.	1	27	ASIAN AFFAIRS -LONDON-	0306-8374	(Uk)RN004418839	ASIAN AFFAIRS -LONDON- 27(1), 34-44. (1996)	Britain, China and Hong Kong	xxk	eng	ROYAL SOCIETY FOR ASIAN AFFAIRS	1996
IMPORTANT!		Henshaw, P. J.	1	39	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS-	0018-246X	(Uk)RN004678035	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS- 39(1), 197-224. (1996)	Britain, South Africa and the sterling area: gold production, capital investment and agricultural markets 1931-196	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	1996
IMPORTANT!		Robbins, K.	2	29	HISTORY TEACHER -LONG BEACH-	0018-2745	(Uk)RN004793705	HISTORY TEACHER -LONG BEACH- 29(2), 155-162. (1996)	Commemorating the Second World War in Britain: Problems of Definition	xxu	eng	THE UNIVERSITY PRESS	1996
IMPORTANT!		Mumm, S.	3	29	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN004937909	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 29(3), 527-546. (1996)	"""Not Worse than Other Girls"": The Convent-Based Rehabilitation of Fallen Women in Victorian Britain"	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	1996
IMPORTANT		McNeill, J. R.	3	29	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN004938057	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 29(3), 701-702. (1996)	An Environmental History of Britain since the Industrial Revolution. By B.W. Clapp	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	1996
IMPORTANT		Brinkmann, T.	3	44	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT	0044-2828	(Uk)RN005206900	ZEITSCHRIFT FUR GESCHICHTSWISSENSCHAFT -BERLIN- VEB DEUTSCHER VERLAG DER WISSENSCHAFTEN- 44(3), 272-273. (1996)	Panikos Panayi: German Immigrants in Britain during the 19th Century, 1815 - 1914. Oxford/Washington D.C. 1995	gw	eng	METROPOL VERLAG	1996
Urdank, A. M.	1	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN005552758	JOURNAL OF MODERN HISTORY 68(1), 176-178. (1996)	Andrew Hemingway, Landscape Imagery and Urban Culture in Early Nineteenth-Century Britain	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Eifert, C.	1	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN005552771	JOURNAL OF MODERN HISTORY 68(1), 181-183. (1996)	Susan Pedersen, Family, Dependence, and the Orions of the Welfare State: Britain and France, 1914-1945	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Fedorowich, K.	1	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN005628647	INTERNATIONAL HISTORY REVIEW 18(1), 28-47. (1996)	Co-Belligerency and Prisoners of War: Britain and Italy, 1943-1945	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Krozewski, G.	1	18	INTERNATIONAL HISTORY REVIEW	issn: 0707-5332	(Uk)RN005628659	INTERNATIONAL HISTORY REVIEW 18(1), 48-69. (1996)	Finance and Empire: The Dilemma Facing Great Britain in the 1950s	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Rogers, N.	1	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN005628817	INTERNATIONAL HISTORY REVIEW 18(1), 148-149. (1996)	Lawrence Stone, ed. An Imperial State at War: Britain from 1689 to 1815	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Collin, R. H.	1	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN005628910	INTERNATIONAL HISTORY REVIEW 18(1), 168-169. (1996)	John House. Impressionism for England: Samuel Courtauld as Patron and Collector; Kenneth McConkey. Impressionists in Britain	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Tarling, N.	1	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN005629160	INTERNATIONAL HISTORY REVIEW 18(1), 218-219. (1996)	Tilman Remme. Britain and Regional Co-operation in South-East Asia, 1945-49; Rolf Tanner. `A Strong Showing': Britain's Struggle for Power and Influence in South-East Asia, 1942-1950	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Bradley, R.	2	28	NORWEGIAN ARCHAEOLOGICAL REVIEW	Issn:  0029-3652	(Uk)RN005703347	NORWEGIAN ARCHAEOLOGICAL REVIEW 28(2), 147-148. (1995)	Bergljot Solberg: Interpreting the Axe Trade. Production and Exchange in Neolithic Britain	no	eng	SCANDINAVIAN UNIVERSITY PRESS	1995		
Green, D.	1	21	LONDON JOURNAL -LONDON- LONGMAN-	0305-8034	(Uk)RN005742833	LONDON JOURNAL -LONDON- LONGMAN- 21(1), 89-90. (1996)	David Englander and Rosemary O'Day, editors, Retrieved Riches: Social Investigation in Britain 1840-1914	xxk	eng	LONDON JOURNAL TRUST	1996		
Phillips, M. S.	2	57	JOURNAL OF THE HISTORY OF IDEAS	0022-5037	(Uk)RN006742865	JOURNAL OF THE HISTORY OF IDEAS 57(2), 297-316. (1996)	Reconsiderations on History and Antiquarianism: Amaldo Momigliano and the Historiography of Eighteenth-Century Britain	xxu	eng	JOHNS HOPKINS UNIVERSITY PRESS	1996		
Cairns, J. C.	1	22	HISTORICAL REFLECTIONS	0315-7997	(Uk)RN006749320	HISTORICAL REFLECTIONS 22(1), 211-234. (1996)	Reflections on France, Britain and the Winter War Prodrome, 1939-40	xxc	eng	ELSEVIER	1996		
Leventhal, F. M.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500099	ALBION -ILLINOIS- 3(3), 445-454. (1995)	"""A Tonic to the Nation"": The Festival of Britain, 1951"	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Edie, C. A.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500350	ALBION -ILLINOIS- 3(3), 496-497. (1995)	W. A. Speck. The Birth of Britain: A New Nation, 1700-1710	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Barkan, E.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500555	ALBION -ILLINOIS- 3(3), 527-528. (1995)	Panikos Panayi. Immigration, Ethnicity, and Racism in Britain, 1815-1945	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Cole, R.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500592	ALBION -ILLINOIS- 3(3), 533-534. (1995)	Mariel Grant. Propaganda and the Role of the State in Inter-War Britain	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Pollard, S.	3	3	ALBION -ILLINOIS-	0095-1390	(Uk)RN007500622	ALBION -ILLINOIS- 3(3), 537-538. (1995)	Catherine R. Schenk. Britain and the Sterling Area: From Devaluation to Convertibility in the 1950s	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Das, R. N.	4	31	CHINA REPORT	0009-4455	(Uk)RN007502989	CHINA REPORT 31(4), 541-544. (1995)	The Fall of Hong Kong: China's Triumph and Britain's Betrayal by Mark Roberti	xxk	eng	SAGE PUBLICATIONS	1995		
Brindle, P.	6	46	HISTORY TODAY	0018-2753	(Uk)RN007989738	HISTORY TODAY 46(6), 11-14. (1996)	It was not all 'kings and things' in the teaching of history in inter-war Britain's classrooms	xxk	eng	HISTORY TODAY LTD	1996		
Morgan, M.	2	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN009666795	JOURNAL OF MODERN HISTORY 68(2), 453-455. (1996)	Andrew Adonis, Making Aristocracy Work: The Peerage and the Political System in Britain, 1884-1914; David Cannadine, Aspects of Aristocracy: Grandeur and Decline in Modern Britain	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Turner, J.	2	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN009666801	JOURNAL OF MODERN HISTORY 68(2), 456-457. (1996)	Charles Townshend, Making the Peace: Public Order and Public Security in Modern Britain	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Brooke, S.	1	31	CANADIAN JOURNAL OF HISTORY	0008-4107	(Uk)RN010175094	CANADIAN JOURNAL OF HISTORY 31(1), 135-136. (1996)	J. Hinton, Shop Floor Citizens: Engineering Democracy in 1940s Britain	xxc	eng	THE UNIVERSITY OF SASKATCHEWAN	1996		
Hansen, S.	1	71	PRAEHISTORISCHE ZEITSCHRIFT	0079-4848	(Uk)RN010401331	PRAEHISTORISCHE ZEITSCHRIFT 71(1), 106-107. (1996)	Robin J. Taylor, Hoards of the Bronze Age in Southern Britain	gw	ger	WALTER DE GRUYTER & CO.	1996		
Bendiner, K.	4	4	ALBION -ILLINOIS-	0095-1390	(Uk)RN010504510	ALBION -ILLINOIS- 4(4), 696-697. (1995)	Kenneth McConkey. Impressionism in Britain	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Daunton, M. J.	4	4	ALBION -ILLINOIS-	0095-1390	(Uk)RN010504582	ALBION -ILLINOIS- 4(4), 706-708. (1995)	Susan Pederson. Family, Dependence, and the Origins of the Welfare State: Britain and France, 1914-1945	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Pennybacker, S. D.	4	4	ALBION -ILLINOIS-	0095-1390	(Uk)RN010504600	ALBION -ILLINOIS- 4(4), 711-713. (1995)	Jo Vellacott. From Liberal to Labour with Women's Suffrage: The Story of Catherine Marshall. Susan Kingsley Kent. Making Peace: The Reconstruction of Gender in Interwar Britain	xxu	eng	APPALACHIAN STATE UNIVERSITY	1995		
Hall, R. G.	2	37	LABOR HISTORY	0023-656X	(Uk)RN010613930	LABOR HISTORY 37(2), 291-292. (1996)	The Labour Aristocracy 1851-1914, by Trevor Lummis; Popular Politics in Early Industrial Britain: Bolton 1825-1850, by Peter Taylor	xxu	eng	TAMIMENT INSTITUTE	1996		
Osmond, J.	1	16	JOURNAL OF REGIONAL AND LOCAL STUDIES	0265-7325	(Uk)RN010709234	JOURNAL OF REGIONAL AND LOCAL STUDIES 16(1), 38-49. (1996)	Unitary Britain and Regional Europe	xxk	eng	THE JOURNAL OF REGIONAL AND LOCAL STUDIES	1996		
	8	46	HISTORY TODAY	0018-2753	(Uk)RN010807918	HISTORY TODAY 46(8), 2-3. (1996)	Cross Current - Britain's private heritage revealed; digging up dirt on Solomon's dates	xxk	eng	HISTORY TODAY LTD	1996		
Thomas, P. D.	8	46	HISTORY TODAY	0018-2753	(Uk)RN010807979	HISTORY TODAY 46(8), 29-35. (1996)	The Tower of London's Royal Menagerie - How Henry III's elephant trumpeted the arrival of one of Britain's earliest visitor attractions	xxk	eng	HISTORY TODAY LTD	1996		
Tarling, N.	1	27	JOURNAL OF SOUTHEAST ASIAN STUDIES	0022-4634	(Uk)RN010947327	JOURNAL OF SOUTHEAST ASIAN STUDIES 27(1), 132-138. (1996)	Britain, Portugal and East Timor in 1941	my	eng	NATIONAL UNIVERSITY OF SINGAPORE	1996		
Offord, D.	3	74	SLAVONIC AND EAST EUROPEAN REVIEW	0037-6795	(Uk)RN011034548	SLAVONIC AND EAST EUROPEAN REVIEW 74(3), 503-504. (1996)	Waddington, Patrick (ed.). Ivan Turgenev and Britain	xxk	eng	W. S. MANEY & SON LTD	1996		
Chafer, T.	2	37	JOURNAL OF AFRICAN HISTORY	0021-8537	(Uk)RN011098770	JOURNAL OF AFRICAN HISTORY 37(2), 335-336. (1996)	John Kent, The Internationalization of Colonialism: Britain, France and Black Africa, 1939-56	xxk	eng	CAMBRIDGE UNIVERISTY PRESS	1996		
Soloway, R. A.	1	1	ALBION -ILLINOIS-	0095-1390	(Uk)RN011514443	ALBION -ILLINOIS- 1(1), 116-117. (1996)	Roy Porter and Lesley Hall. The Facts of Life: The Creation of Sexual Knowledge in Britain, 1650-1950	xxu	eng	APPALACHIAN STATE UNIVERSITY	1996		
Hausmann, W. J.	1	1	ALBION -ILLINOIS-	0095-1390	(Uk)RN011514467	ALBION -ILLINOIS- 1(1), 119-120. (1996)	Roderick Floud and Donald McCloskey, editors. The Economic History of Britain Since 1700, Second Edition: Volume One, 1700-1860: Volume Two, 1860-1939; Volume Three, 1939-1992	xxu	eng	APPALACHIAN STATE UNIVERSITY	1996		
Waller, P. J.	1	1	ALBION -ILLINOIS-	0095-1390	(Uk)RN011514546	ALBION -ILLINOIS- 1(1), 131-132. (1996)	Frank H. Wallis. Popular Anti-Catholicism in Mid-Victorian Britain	xxu	eng	APPALACHIAN STATE UNIVERSITY	1996		
MAYBE													
MAYBE													
MAYBE													
Juster, S.	2	38	COMPARATIVE STUDIES IN SOCIETY AND HISTORY	0010-4175	(Uk)RN011771695	COMPARATIVE STUDIES IN SOCIETY AND HISTORY 38(2), 294-300. (1996)	Life on the Margins: Sectarians in Britain and America	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	1996		
Wymer, J. J.	SPI	42	NORFOLK ARCHAEOLOGY	0142-7962	(Uk)RN011918165	NORFOLK ARCHAEOLOGY 42(SPI), 3-10. (1996)	Norfolk and the History of Palaeolithic Archaeology in Britain	xxk	eng	WITLEY PRESS LIMITED, HUNSTANTON	1996		
Demetriou, K.	2	17	HISTORY OF POLITICAL THOUGHT	0143-781X	(Uk)RN012500245	HISTORY OF POLITICAL THOUGHT 17(2), 280-297. (1996)	In Defence of the British Constitution: Theoretical Implications of the Debate over Athenian Democracy in Britain, 1770-1850	ne	eng	IMPRINT ACADEMIC	1996		
Lunn, K.	2	41	INTERNATIONAL REVIEW OF SOCIAL HISTORY	0020-8590	(Uk)RN013080926	INTERNATIONAL REVIEW OF SOCIAL HISTORY 41(2), 235-237. (1996)	Panikos Panayi: Immigration, Ethnicity and Racism in Britain, 1815-1945	ne	eng	CAMBRIDGE UNIVERSITY PRESS	1996		
Denham, A.	1	1	CONTEMPORARY BRITISH HISTORY	1361-2343	(Uk)RN013379208	CONTEMPORARY BRITISH HISTORY 1(1), 43-61	The Nature and Impact of Think Tanks in Contemporary Britain		eng		1994		
Jeffreys, K.	1	1	CONTEMPORARY BRITISH HISTORY	1331-3134	(Uk)RN013379488	CONTEMPORARY BRITISH HISTORY 1(1), 257-259	Britain in the Twentieth Century: A Documentary Reader, Vol.II, 1939-1970 edited by Lawrence Butler and Harriet Jones		eng		1994		
Trevor-Roper, H.	3	39	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS-	0018-246X	(Uk)RN013589800	HISTORICAL JOURNAL -LONDON- CAMBRIDGE UNIVERSITY PRESS- 39(3), 657-676. (1996)	Pietro Giannone and Great Britain	xxk	eng	CAMBRIDGE UNIVERSITY PRESS	1996		
Rollet, C.	3	42	REVUE D HISTOIRE MODERNE ET CONTEMPORAINE	0048-8003	(Uk)RN013787761	REVUE D HISTOIRE MODERNE ET CONTEMPORAINE 42(3), 509-512. (1995)	Susan Pedersen, Family, dependence and the origins of welfare state, Britain and France, 1914-1945	fr	fre	SOCIETE D'HISTOIRE MODERNE ET CONTEMPORAINE	1995		
	149	5	CURRENT ARCHAEOLOGY	0011-3212	(Uk)RN013907780	CURRENT ARCHAEOLOGY 5(149), 188-190. (1996)	Britain's Oldest Bow: dating Scottish artefacts A programme of radiocarbon dating produces surprises at the National Museum of Scotland	xxk	eng	CURRENT ARCHAEOLOGY	1996		
Daunton, M. J.	443	111	ENGLISH HISTORICAL REVIEW	0013-8266	(Uk)RN014166520	ENGLISH HISTORICAL REVIEW 111(443), 882-919. (1996)	How to Pay For The War: State, Society and Taxation in Britain, 1917-24	xxk	eng	LONGMAN GROUP LIMITED	1996		
Kiernan, V. G.	443	111	ENGLISH HISTORICAL REVIEW	0013-8266	(Uk)RN014166579	ENGLISH HISTORICAL REVIEW 111(443), 945-946. (1996)	Pagden, Lord of All the World. Ideologies of Empire in Spain, Britain and France, c. 1500-c. 1800	xxk	eng	LONGMAN GROUP LIMITED	1996		
Jones	443	111	ENGLISH HISTORICAL REVIEW	0013-8266	(Uk)RN014167614	ENGLISH HISTORICAL REVIEW 111(443), 1030-1031. (1996)	Health and Society in Twentieth-Century Britain	xxk	eng	LONGMAN GROUP LIMITED	1996		
Price, R.	1	30	JOURNAL OF SOCIAL HISTORY	0022-4529	(Uk)RN014187169	JOURNAL OF SOCIAL HISTORY -BERKELEY THEN PITTSBURGH- 30(1), 229-252. (1996)	Languages of Revisionism: Historians and Popular Politics in Nineteenth-Century Britain	xxu	eng	CARNEGIE MELLON UNIVERSITY PRESS	1996		
Divall, C.	4	31	JOURNAL OF CONTEMPORARY HISTORY -LONDON-	0022-0094	(Uk)RN014768907	JOURNAL OF CONTEMPORARY HISTORY -LONDON- 31(4), 675-698. (1996)	Professional Autonomy, the State and Employers: The Politics of Chemical Engineering 'Manpower' in Britain, 1939-90	xxk	eng	SAGE PUBLICATIONS	1996		
Bruce Strang, G.	4	31	JOURNAL OF CONTEMPORARY HISTORY -LONDON-	0022-0094	(Uk)RN014768920	JOURNAL OF CONTEMPORARY HISTORY -LONDON- 31(4), 721-752. (1996)	Once More unto the Breach: Britain's Guarantee to Poland, March 1939	xxk	eng	SAGE PUBLICATIONS	1996		
Ashton, R.	3	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN015041535	INTERNATIONAL HISTORY REVIEW 18(3), 675-676. (1996)	Panayi, Panikos. German Immigrants in Britain during the 19th Century, 1815-1914	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Marks, S.	3	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN015041651	INTERNATIONAL HISTORY REVIEW 18(3), 694-695. (1996)	Pereboom, Maarten L. Democracies at the Turning Point: Britain, France, and the End of the Postwar Order, 1928-1933	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Lowe, P.	3	18	INTERNATIONAL HISTORY REVIEW	0707-5332	(Uk)RN015041687	INTERNATIONAL HISTORY REVIEW 18(3), 699-700. (1996)	Best, Anthony. Britain, Japan, and Pearl Harbor: Avoiding War in East Asia, 1936-41	xxc	eng	INTERNATIONAL HISTORY REVIEW	1996		
Snyder, C. A.	3	6	ARTHURIANA -DALLAS-	1078-6279	(Uk)RN015224332	ARTHURIANA -DALLAS- 6(3), 69-71. (1996)	N.J. Higham, The English Conquest: Gildas and Britain in the Fifth Century	xxu	eng	ARTHURIANA	1996		
Howlett, D. R.	3	6	ARTHURIANA -DALLAS-	1078-6279	(Uk)RN015224344	ARTHURIANA -DALLAS- 6(3), 72-74. (1996)	N.J. Higham, The English Conquest: Gildas and Britain in the Fifth Century	xxu	eng	ARTHURIANA	1996		
Hundert, E. J.	3	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN015363368	JOURNAL OF MODERN HISTORY 68(3), 681-682. (1996)	Peter N. Miller, Defining the Common Good: Empire, Religion and Philosophy in Eighteenth-Century Britain	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Supple, B.	3	68	JOURNAL OF MODERN HISTORY	0022-2801	(Uk)RN015363393	JOURNAL OF MODERN HISTORY 68(3), 686-688. (1996)	Geoffrey Finlayson, Citizen, State, and Social Welfare in Britain, 1830-1990	xxu	eng	THE UNIVERSITY OF CHICAGO PRESS	1996		
Quinn, J.	2	13	PARERGON -CANBERRA THEN SYDNEY-	0313-6221	(Uk)RN015396155	PARERGON -CANBERRA THEN SYDNEY- 13(2), 276-277. (1996)	Meale, Carol M., ed., Women and literature in Britain 1150-1500	at	eng	UNIVERSITY OF SYDNEY	1996		
Fahrmeir, A.	2	263	HISTORISCHE ZEITSCHRIFT	0018-2613	(Uk)RN015976391	HISTORISCHE ZEITSCHRIFT 263(2), 508-509. (1996)	P. Panayi, German Immigrants in Britain during the Nineteenth Century, 1815-1914	gw	ger	BOEHLAU VERLAG HISTORISCHE ANTHROPOLOGIE	1996		
